id,average_weight,mechanics
18543,0,"Memory,Roll / Spin and Move"
18544,0,Pattern Building
185441,0,Hand Management
185449,0,"Dice Rolling,Paper-and-Pencil"
18545,3.75,Simulation
185453,0,
185456,0,"Action Point Allowance System,Point to Point Movement"
185457,2,"Action Point Allowance System,Point to Point Movement"
185458,0,Roll / Spin and Move
18546,0,
18547,2,
18548,0,
18549,1,
185497,1,"Hand Management,Take That"
1855,1.1081,
18550,1,
185504,0,"Co-operative Play,Hand Management,Press Your Luck"
18551,5,
18552,0,
185525,0,Dice Rolling
185538,3.4,"Area Control / Area Influence,Campaign / Battle Card Driven,Card Drafting,Modular Board,Variable Player Powers"
18558,5,
185582,0,"Co-operative Play,Deck / Pool Building"
185589,2.8372,"Area Control / Area Influence,Area Movement,Modular Board"
18559,4.5,
185597,0,Hex-and-Counter
1856,0,Roll / Spin and Move
18560,4,
185604,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
185608,0,Memory
18561,0,Pattern Building
18562,1,
185625,0,
18563,1.4286,
18564,2.5833,
18565,1,Roll / Spin and Move
18567,1,Roll / Spin and Move
18568,0,Roll / Spin and Move
18569,0,"Pick-up and Deliver,Roll / Spin and Move"
1857,3.1,"Secret Unit Deployment,Simultaneous Action Selection"
185709,1,Co-operative Play
185727,0,Route/Network Building
18573,0,"Dice Rolling,Point to Point Movement"
185733,0,"Co-operative Play,Hand Management,Variable Player Powers"
185736,0,
185738,0,Set Collection
185739,0,
18574,2.6,
185743,0,"Modular Board,Storytelling"
185744,0,Co-operative Play
18575,0,"Area Movement,Dice Rolling,Roll / Spin and Move"
185753,0,Hex-and-Counter
18576,0,"Roll / Spin and Move,Set Collection"
185767,0,"Action Point Allowance System,Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management,Variable Player Powers"
185769,1.5,"Acting,Co-operative Play,Simultaneous Action Selection,Storytelling,Voting"
18577,0,
185772,0,"Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement"
185774,1,"Hand Management,Take That,Trick-taking"
185775,0,Roll / Spin and Move
185779,0,Dice Rolling
185784,1,"Dice Rolling,Grid Movement,Modular Board"
185786,1,"Dice Rolling,Grid Movement,Modular Board"
185788,0,
18579,2,Hand Management
185790,2,"Dice Rolling,Tile Placement,Variable Player Powers,Worker Placement"
185793,0,
185796,0,"Action Point Allowance System,Hand Management"
185797,4,"Co-operative Play,Dice Rolling,Modular Board,Simultaneous Action Selection,Tile Placement,Variable Player Powers,Worker Placement"
1858,1,"Roll / Spin and Move,Set Collection"
18580,1.7778,Set Collection
185807,0,"Co-operative Play,Dice Rolling,Grid Movement,Paper-and-Pencil,Role Playing,Simulation"
18581,3.3333,"Co-operative Play,Variable Player Powers,Voting"
185811,1,"Card Drafting,Set Collection"
185812,0,"Hand Management,Press Your Luck,Rock-Paper-Scissors,Simultaneous Action Selection,Trick-taking"
185813,1.25,
185814,0,"Area Control / Area Influence,Area Movement,Trading,Variable Phase Order,Variable Player Powers,Voting"
185815,0,"Card Drafting,Dice Rolling,Hex-and-Counter,Partnerships,Role Playing,Roll / Spin and Move"
185817,1.6,"Card Drafting,Dice Rolling"
18583,3,"Simulation,Simultaneous Action Selection"
185836,3,"Campaign / Battle Card Driven,Card Drafting,Dice Rolling"
185837,2,"Campaign / Battle Card Driven,Card Drafting,Dice Rolling"
18584,1,Roll / Spin and Move
185845,2.5,"Dice Rolling,Variable Player Powers"
18585,3,"Modular Board,Tile Placement"
185850,0,"Area Movement,Tile Placement"
18586,1.3333,"Betting/Wagering,Card Drafting,Hand Management"
185860,0,"Dice Rolling,Modular Board,Point to Point Movement,Take That"
18587,3,Dice Rolling
18588,2,"Action Point Allowance System,Set Collection"
18589,0,Dice Rolling
1859,2.1515,"Action Point Allowance System,Hand Management,Variable Player Powers"
18590,2.0625,"Co-operative Play,Dice Rolling,Modular Board,Role Playing"
18591,2,Hex-and-Counter
18592,2,"Variable Player Powers,Voting"
185922,3,"Deck / Pool Building,Point to Point Movement"
185923,3,"Auction/Bidding,Tile Placement"
185924,0,
18593,0,Roll / Spin and Move
185935,2,"Card Drafting,Deck / Pool Building,Hand Management"
18594,0,
185945,0,"Dice Rolling,Player Elimination"
185948,0,Pattern Recognition
18595,2.6875,"Dice Rolling,Simultaneous Action Selection"
185952,0,"Point to Point Movement,Roll / Spin and Move,Simulation"
185957,0,Betting/Wagering
18596,3,Simulation
185960,0,"Roll / Spin and Move,Set Collection"
18597,1,Roll / Spin and Move
18598,0,
185985,2,"Action Point Allowance System,Commodity Speculation,Hand Management,Route/Network Building,Stock Holding,Variable Player Powers"
185986,0,"Campaign / Battle Card Driven,Co-operative Play,Deck / Pool Building,Dice Rolling,Variable Player Powers"
185987,1.4286,"Card Drafting,Hand Management,Memory,Set Collection"
185988,0,"Action / Movement Programming,Area Enclosure,Co-operative Play,Pick-up and Deliver,Press Your Luck,Time Track"
18599,0,
185995,0,"Action Point Allowance System,Co-operative Play,Simulation"
185996,0,Set Collection
186,1.1333,"Partnerships,Pattern Building,Point to Point Movement"
1860,2.3333,Dice Rolling
18600,3.125,"Dice Rolling,Simulation"
186002,0,"Action Point Allowance System,Deck / Pool Building,Hand Management"
18601,0,"Auction/Bidding,Hand Management"
186011,0,Partnerships
186012,0,"Co-operative Play,Dice Rolling,Modular Board,Role Playing"
186013,2.5,"Area Control / Area Influence,Worker Placement"
186015,2.6667,"Area Control / Area Influence,Worker Placement"
186016,2.6667,"Area Control / Area Influence,Worker Placement"
18602,3.8191,Worker Placement
186020,3.7692,"Area Movement,Dice Rolling,Hand Management,Variable Player Powers"
186021,5,Hex-and-Counter
186029,0,Grid Movement
18603,0,"Betting/Wagering,Co-operative Play,Dice Rolling"
186034,1,
186039,0,"Hand Management,Simultaneous Action Selection"
18604,1,Simultaneous Action Selection
186043,0,"Auction/Bidding,Roll / Spin and Move,Set Collection"
18605,0,Simulation
18606,4.4222,"Hex-and-Counter,Simulation"
186063,0,"Dice Rolling,Set Collection"
186064,1.9,
186065,0,
186066,1.5,"Point to Point Movement,Roll / Spin and Move"
186067,2,"Auction/Bidding,Tile Placement"
186068,0,"Auction/Bidding,Commodity Speculation,Roll / Spin and Move,Stock Holding,Trading"
186069,2.3,"Card Drafting,Set Collection"
18607,0,Co-operative Play
186071,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
186073,1.3333,Simultaneous Action Selection
186074,0,Dice Rolling
186075,0,"Card Drafting,Hand Management,Modular Board,Variable Phase Order"
186076,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186078,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186079,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
18608,2,"Auction/Bidding,Roll / Spin and Move,Set Collection,Trading"
186085,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186086,2.5,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186089,1,"Set Collection,Trick-taking"
18609,1,Storytelling
186090,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186091,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186092,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186093,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186094,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186095,0,
186096,0,"Point to Point Movement,Roll / Spin and Move"
186097,0,
1861,1.8571,"Co-operative Play,Modular Board,Role Playing"
18610,0,
186102,0,Point to Point Movement
186105,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186106,3,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers"
186107,1.5,"Dice Rolling,Roll / Spin and Move"
18611,0,Roll / Spin and Move
186118,0,"Action Point Allowance System,Dice Rolling,Variable Player Powers"
18612,0,
186120,0,"Action Point Allowance System,Dice Rolling,Variable Player Powers"
186122,0,"Action Point Allowance System,Dice Rolling,Variable Player Powers"
186127,0,Roll / Spin and Move
18613,2.5455,Hex-and-Counter
186131,0,"Roll / Spin and Move,Set Collection"
186135,0,"Dice Rolling,Tile Placement"
186136,0,"Area Control / Area Influence,Tile Placement"
186137,0,"Area Control / Area Influence,Point to Point Movement,Tile Placement"
186138,0,Roll / Spin and Move
18614,2.5,Dice Rolling
186140,0,
186141,1,Area Movement
186142,1.25,Trick-taking
186143,2,"Area Control / Area Influence,Tile Placement"
186145,0,
186146,0,"Campaign / Battle Card Driven,Co-operative Play,Deck / Pool Building,Dice Rolling,Variable Player Powers"
186147,0,"Campaign / Battle Card Driven,Co-operative Play,Deck / Pool Building,Dice Rolling,Variable Player Powers"
186148,0,"Card Drafting,Co-operative Play,Dice Rolling,Modular Board,Point to Point Movement,Variable Player Powers"
186149,0,
18615,2.7059,"Dice Rolling,Variable Player Powers"
186151,0,"Co-operative Play,Modular Board,Storytelling"
186153,2,"Action / Movement Programming,Hand Management"
186155,1.3333,"Co-operative Play,Hand Management"
186157,2,"Dice Rolling,Hand Management,Press Your Luck,Set Collection,Variable Phase Order,Variable Player Powers"
18616,0,Dice Rolling
186161,4.5,Simultaneous Action Selection
186162,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
186163,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
186164,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
186165,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
186167,0,"Action / Movement Programming,Deck / Pool Building,Player Elimination"
18617,1,"Storytelling,Voting"
186175,0,
18618,1.6667,"Roll / Spin and Move,Set Collection,Stock Holding,Trading"
186180,0,Betting/Wagering
186181,2.4,"Card Drafting,Hand Management,Press Your Luck,Simultaneous Action Selection"
186182,2.5,"Card Drafting,Simultaneous Action Selection,Tile Placement,Variable Player Powers"
186183,0,"Hand Management,Simulation,Variable Player Powers"
186184,0,"Hand Management,Simulation,Variable Player Powers"
186185,1,
186186,0,
186188,1,Dice Rolling
186189,0,
18619,0,Set Collection
186190,1,"Dice Rolling,Set Collection"
186191,1,Memory
186192,1,
1862,1.5,"Set Collection,Trading"
18620,0,"Storytelling,Voting"
186205,0,Route/Network Building
186208,1.5,"Auction/Bidding,Card Drafting,Hand Management"
18621,0,"Memory,Set Collection"
186210,0,Point to Point Movement
186212,1,
186214,0,Roll / Spin and Move
186215,0,"Card Drafting,Dice Rolling,Hand Management,Trading"
18622,2.4516,"Dice Rolling,Variable Player Powers"
18623,2.3529,"Dice Rolling,Set Collection,Variable Player Powers"
186236,2.3333,"Deck / Pool Building,Point to Point Movement,Worker Placement"
18624,2.1724,"Dice Rolling,Variable Player Powers"
186243,0,
18625,2.4375,"Dice Rolling,Variable Player Powers"
18626,2.4474,"Dice Rolling,Variable Player Powers"
186264,0,"Action / Movement Programming,Action Point Allowance System,Dice Rolling,Grid Movement,Simultaneous Action Selection"
186265,1.3333,Card Drafting
186266,0,"Area Control / Area Influence,Tile Placement"
186268,0,
186269,0,"Co-operative Play,Role Playing,Variable Player Powers"
18627,2.1923,"Dice Rolling,Variable Player Powers"
186271,0,Roll / Spin and Move
186272,0,"Deck / Pool Building,Rock-Paper-Scissors"
186273,0,"Variable Player Powers,Voting"
186274,0,Dice Rolling
186276,1,Grid Movement
186279,1,Player Elimination
186285,0,Storytelling
186291,0,Roll / Spin and Move
186293,1.625,"Acting,Co-operative Play,Hand Management"
186295,1.2,Take That
1863,1.5,Variable Player Powers
18630,3,Memory
186300,4,"Hand Management,Trading"
186301,0,"Player Elimination,Point to Point Movement,Roll / Spin and Move,Simulation"
186302,1.25,
186305,0,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Grid Movement,Variable Player Powers,Worker Placement"
186306,0,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Grid Movement,Variable Player Powers,Worker Placement"
186316,0,Take That
186319,0,
186323,2.2727,"Hand Management,Press Your Luck,Simultaneous Action Selection"
186324,0,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Memory,Trading"
186326,0,"Area Control / Area Influence,Dice Rolling,Variable Player Powers,Worker Placement"
18633,0,
18634,1,Pattern Building
186341,3,"Action Point Allowance System,Dice Rolling,Grid Movement,Hand Management,Modular Board,Partnerships,Variable Player Powers"
186342,1,Storytelling
186343,0,"Set Collection,Take That"
186344,0,"Commodity Speculation,Roll / Spin and Move,Stock Holding,Trading"
186345,0,Roll / Spin and Move
18635,1.5,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
186356,0,
186357,0,Hex-and-Counter
186358,0,Co-operative Play
186359,0,Hex-and-Counter
18636,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
186360,0,"Card Drafting,Dice Rolling,Modular Board,Variable Player Powers"
186361,0,Set Collection
186362,0,Set Collection
186363,0,Auction/Bidding
186365,2,"Co-operative Play,Dice Rolling,Variable Player Powers"
186366,0,"Hand Management,Take That"
186367,2,Grid Movement
18637,0,"Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
186370,1,"Betting/Wagering,Dice Rolling,Roll / Spin and Move"
186375,1.5556,"Point to Point Movement,Set Collection,Time Track,Variable Player Powers"
186378,0,"Card Drafting,Roll / Spin and Move"
18638,0,Dice Rolling
186381,0,"Co-operative Play,Modular Board,Storytelling"
186382,3,"Grid Movement,Secret Unit Deployment"
186387,2,"Auction/Bidding,Set Collection,Stock Holding,Trading"
186389,0,"Auction/Bidding,Partnerships"
18639,0,
186395,0,
1864,1.6667,Secret Unit Deployment
18640,1,"Roll / Spin and Move,Set Collection"
186400,3.5,"Area Control / Area Influence,Card Drafting,Modular Board,Tile Placement,Worker Placement"
186401,0,"Dice Rolling,Hand Management,Simultaneous Action Selection"
186404,2,Point to Point Movement
186408,0,Trick-taking
186409,2,Trick-taking
18641,1,
186418,3,Co-operative Play
186419,1,"Dice Rolling,Press Your Luck"
18642,0,Roll / Spin and Move
186420,0,Roll / Spin and Move
186421,0,
18643,2,
186430,0,Dice Rolling
186434,0,Memory
186435,3,"Dice Rolling,Grid Movement,Hand Management,Partnerships,Pick-up and Deliver,Simultaneous Action Selection,Variable Phase Order"
186436,0,Tile Placement
186437,0,Tile Placement
186439,0,Hand Management
186442,1,
186443,0,"Action Point Allowance System,Card Drafting,Hand Management"
186449,2,Deck / Pool Building
18645,0,
186452,2,"Card Drafting,Set Collection"
18646,0,Roll / Spin and Move
186461,2,"Memory,Modular Board,Role Playing"
186462,1,"Co-operative Play,Dice Rolling,Modular Board,Role Playing,Variable Player Powers"
186465,2,"Auction/Bidding,Hand Management,Pattern Recognition,Set Collection"
186466,1,"Co-operative Play,Dice Rolling,Modular Board,Tile Placement"
186467,0,Roll / Spin and Move
186468,0,"Card Drafting,Dice Rolling,Set Collection"
186469,1.5,"Auction/Bidding,Card Drafting,Hand Management,Set Collection"
18647,1.8571,Memory
186470,1,"Dice Rolling,Modular Board,Take That"
186475,1.8333,"Co-operative Play,Role Playing"
186476,0,"Area Control / Area Influence,Hand Management,Voting"
186477,0,"Action / Movement Programming,Grid Movement,Take That"
186478,0,
18648,1,"Dice Rolling,Role Playing"
186480,2,Co-operative Play
186481,1,"Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Tile Placement"
186489,2,"Grid Movement,Rock-Paper-Scissors"
18649,0,Dice Rolling
186492,0,Card Drafting
1865,1.375,
186501,1.5,"Hand Management,Set Collection,Take That,Variable Player Powers"
