id,average_weight,mechanics
18399,1.3333,Hand Management
183993,0,"Simulation,Simultaneous Action Selection"
183994,0,"Simulation,Simultaneous Action Selection"
183999,0,"Dice Rolling,Set Collection"
18400,1.64,"Campaign / Battle Card Driven,Variable Player Powers"
184001,0,"Action / Movement Programming,Dice Rolling,Point to Point Movement,Simultaneous Action Selection,Variable Phase Order"
184002,0,"Acting,Partnerships,Player Elimination,Role Playing"
184009,0,Hex-and-Counter
18401,4.6071,"Hex-and-Counter,Simulation"
184011,3,"Area Control / Area Influence,Hand Management,Memory,Press Your Luck,Simultaneous Action Selection"
184012,0,Memory
184013,0,Route/Network Building
184018,3,"Deck / Pool Building,Point to Point Movement"
18402,0,"Acting,Roll / Spin and Move"
184021,2,"Co-operative Play,Deck / Pool Building"
184023,0,Area Enclosure
184025,2,"Card Drafting,Press Your Luck,Set Collection"
184027,0,Worker Placement
184028,2,"Card Drafting,Hand Management,Set Collection"
184029,1,Pattern Recognition
184030,0,
184037,0,"Co-operative Play,Dice Rolling"
184038,0,"Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management,Set Collection,Variable Player Powers"
18404,0,
184040,0,
184042,0,"Set Collection,Trading"
184044,1.3333,Take That
184045,0,"Roll / Spin and Move,Set Collection"
184047,0,
18405,0,
184050,0,"Hand Management,Pattern Recognition"
184051,0,Memory
184052,0,
184053,0,Pattern Recognition
184054,0,Memory
184055,0,
184056,0,
184057,0,
184058,0,
184059,0,
18406,0,
18407,0,
184071,1,Trick-taking
184072,2,"Dice Rolling,Grid Movement"
184075,1.4286,"Partnerships,Role Playing,Variable Player Powers,Voting"
184077,0,
184078,0,
184079,0,"Card Drafting,Grid Movement"
18408,0,
184080,1,"Dice Rolling,Player Elimination,Press Your Luck,Take That"
184082,0,"Dice Rolling,Variable Player Powers"
184083,1,"Betting/Wagering,Take That,Trick-taking"
184085,2.1667,Variable Player Powers
18409,0,
184090,0,Roll / Spin and Move
184093,0,"Card Drafting,Deck / Pool Building,Dice Rolling,Hand Management"
184097,0,Roll / Spin and Move
18410,0,
184108,1,Roll / Spin and Move
18411,0,
184114,0,Tile Placement
184117,1.5,"Hand Management,Take That"
18412,0,
184120,0,Hand Management
184121,0,"Grid Movement,Roll / Spin and Move"
184122,0,"Card Drafting,Take That"
18413,0,
18414,0,
184141,0,Set Collection
184145,1.6,"Hand Management,Partnerships,Variable Player Powers"
184146,0,"Card Drafting,Worker Placement"
18415,0,
184151,3.9697,"Action Point Allowance System,Deck / Pool Building,Hand Management,Secret Unit Deployment,Variable Player Powers"
184152,0,Paper-and-Pencil
184154,0,Acting
184155,0,Voting
184156,0,Voting
184157,0,
184159,1,Roll / Spin and Move
18416,0,
184162,0,"Dice Rolling,Roll / Spin and Move"
184166,0,Roll / Spin and Move
184167,0,
184169,0,"Dice Rolling,Point to Point Movement,Roll / Spin and Move"
18417,0,
184170,2.25,"Area Control / Area Influence,Area Movement,Grid Movement,Player Elimination"
184172,0,"Campaign / Battle Card Driven,Co-operative Play,Deck / Pool Building,Dice Rolling,Variable Player Powers"
184174,1.3333,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
18418,0,
184180,1.5,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184182,1.3333,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184183,1.3333,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184184,1,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184186,0,"Co-operative Play,Modular Board"
184187,1,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184189,1.6667,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
18419,0,"Pattern Building,Point to Point Movement,Roll / Spin and Move"
184190,0,"Co-operative Play,Role Playing,Simulation"
184195,1,"Action Point Allowance System,Dice Rolling,Grid Movement,Variable Player Powers"
184199,0,"Dice Rolling,Point to Point Movement,Roll / Spin and Move"
18420,0,
184207,1.6667,"Card Drafting,Deck / Pool Building,Hand Management"
18421,0,Tile Placement
184213,1,"Hand Management,Memory"
184215,0,"Dice Rolling,Press Your Luck"
184216,0,Hex-and-Counter
184217,0,Hex-and-Counter
184219,0,Hex-and-Counter
18422,3,"Action Point Allowance System,Point to Point Movement,Tile Placement"
184222,0,"Deck / Pool Building,Dice Rolling"
184223,0,Roll / Spin and Move
184229,1,Memory
18423,2,"Point to Point Movement,Simultaneous Action Selection"
18424,2.5,"Area Enclosure,Paper-and-Pencil,Simultaneous Action Selection"
184245,0,"Betting/Wagering,Dice Rolling,Take That"
184246,0,
184247,3.6667,"Auction/Bidding,Card Drafting,Grid Movement,Variable Player Powers,Worker Placement"
184248,0,"Card Drafting,Hand Management,Take That,Variable Player Powers"
18425,2,Simultaneous Action Selection
184250,0,
184251,0,Acting
184253,0,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
184256,3,"Area Control / Area Influence,Area Movement,Dice Rolling,Modular Board,Variable Player Powers"
184258,0,Grid Movement
18426,0,
184260,1.5,"Area Control / Area Influence,Trick-taking"
184265,3,
184266,1.3333,"Commodity Speculation,Hand Management,Simulation,Take That"
184267,0,"Area Control / Area Influence,Hand Management,Pick-up and Deliver,Point to Point Movement,Tile Placement,Variable Phase Order"
184269,0,"Action / Movement Programming,Dice Rolling,Roll / Spin and Move,Take That"
18427,2,Variable Player Powers
184275,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Storytelling,Variable Player Powers"
184276,0,"Dice Rolling,Set Collection"
18428,0,
184281,0,"Card Drafting,Set Collection"
184287,3,"Card Drafting,Take That"
18429,1,Memory
184290,0,"Betting/Wagering,Paper-and-Pencil"
184292,3,"Card Drafting,Deck / Pool Building"
184293,0,
184298,0,Grid Movement
1843,0,
18430,0,
184301,0,"Area Control / Area Influence,Hand Management,Variable Player Powers"
184306,2,Player Elimination
184307,0,"Pick-up and Deliver,Take That"
184308,0,
18431,0,
184311,2,"Area Movement,Modular Board,Route/Network Building,Tile Placement"
18432,2,
184327,0,"Action Point Allowance System,Card Drafting,Co-operative Play,Dice Rolling,Hand Management,Modular Board,Variable Player Powers"
18433,0,
184337,2,"Area Control / Area Influence,Area Movement,Dice Rolling,Variable Player Powers"
18434,0,Acting
184346,1.1,"Card Drafting,Set Collection"
184349,0,Hex-and-Counter
18435,0,
184351,1.1667,Take That
184355,0,"Card Drafting,Deck / Pool Building"
184357,0,"Dice Rolling,Modular Board,Simulation,Simultaneous Action Selection"
18436,0,
184364,0,"Action / Movement Programming,Dice Rolling,Tile Placement"
184365,0,"Card Drafting,Roll / Spin and Move"
184367,2,"Action Point Allowance System,Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Hand Management"
184368,1,
184369,0,"Area Control / Area Influence,Area Movement,Dice Rolling,Modular Board"
18437,0,
184371,1.7143,"Co-operative Play,Dice Rolling,Variable Player Powers"
184372,1.375,"Co-operative Play,Dice Rolling,Variable Player Powers"
18438,1,
184383,1,"Co-operative Play,Roll / Spin and Move"
18439,0,
184390,0,"Hand Management,Partnerships,Set Collection"
184394,0,"Action / Movement Programming,Dice Rolling,Simultaneous Action Selection"
184399,0,"Area Control / Area Influence,Take That,Tile Placement"
1844,2.2,"Area Movement,Secret Unit Deployment"
18440,0,
184403,0,Roll / Spin and Move
184407,0,"Area Enclosure,Grid Movement,Modular Board"
18441,0,
18442,0,
184424,3.7619,"Area Movement,Set Collection,Trading"
18443,0,
184439,1,"Memory,Rock-Paper-Scissors,Simultaneous Action Selection"
18444,0,
184440,2,"Dice Rolling,Hex-and-Counter"
184441,0,"Set Collection,Tile Placement"
184442,0,Dice Rolling
184443,1.2,"Player Elimination,Role Playing,Variable Player Powers,Voting"
184444,1,
184449,3,"Pick-up and Deliver,Route/Network Building"
18445,0,
184451,0,
184452,2.5,"Card Drafting,Hand Management,Take That,Variable Player Powers"
184457,3,Hex-and-Counter
184458,1,"Partnerships,Variable Player Powers"
184459,3.7619,"Set Collection,Variable Phase Order,Variable Player Powers,Worker Placement"
18446,0,
184460,2,Hand Management
184462,1,Dice Rolling
184466,0,Card Drafting
18447,0,
184473,2,"Hand Management,Take That,Tile Placement,Variable Player Powers"
184477,2,Pattern Building
18448,0,
184480,5,"Dice Rolling,Hex-and-Counter,Modular Board,Simulation"
184487,0,"Grid Movement,Pattern Building"
184489,1,
18449,0,
184490,1,"Memory,Press Your Luck"
184491,1.0588,"Co-operative Play,Hand Management,Memory,Trading"
184493,0,"Action Point Allowance System,Area Control / Area Influence,Campaign / Battle Card Driven,Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Hex-and-Counter,Modular Board,Partnerships,Player Elimination,Press Your Luck,Variable Player Powers"
184494,0,Deck / Pool Building
1845,0,
18450,0,
184502,1,Betting/Wagering
184504,0,Tile Placement
184505,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
184506,3,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment,Simulation"
184507,0,Area Control / Area Influence
184508,1,"Betting/Wagering,Commodity Speculation,Hand Management,Simulation,Take That"
18451,0,
184510,0,"Hand Management,Set Collection"
184512,0,
184513,1,"Card Drafting,Dice Rolling,Hand Management,Take That,Variable Player Powers"
184515,0,Roll / Spin and Move
184516,0,"Variable Player Powers,Worker Placement"
184517,5,"Modular Board,Variable Player Powers,Worker Placement"
184518,0,"Auction/Bidding,Tile Placement"
184519,1,"Card Drafting,Hand Management,Memory"
18452,0,Roll / Spin and Move
184520,0,Area Movement
184521,0,"Dice Rolling,Memory"
184522,1.1111,"Simultaneous Action Selection,Take That,Voting"
184523,0,"Dice Rolling,Hex-and-Counter,Simulation"
184524,3.6667,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement"
184525,1,"Acting,Memory"
184528,2,"Auction/Bidding,Hand Management,Memory,Press Your Luck,Set Collection,Trading"
184529,0,Point to Point Movement
18453,0,
184530,1.2222,Dice Rolling
184533,0,Dice Rolling
184534,0,Roll / Spin and Move
184536,0,Campaign / Battle Card Driven
184537,0,Hex-and-Counter
184538,0,Hex-and-Counter
184539,0,"Roll / Spin and Move,Take That,Voting"
18454,2,"Betting/Wagering,Roll / Spin and Move"
184540,0,Simulation
184548,0,
184549,0,Hex-and-Counter
18455,2,Dice Rolling
184552,0,Hex-and-Counter
184554,0,Hex-and-Counter
184555,0,Hex-and-Counter
184556,0,Hex-and-Counter
184557,0,"Dice Rolling,Set Collection"
184559,0,Dice Rolling
18456,0,Dice Rolling
184560,3,"Dice Rolling,Hex-and-Counter"
184561,3.6667,"Dice Rolling,Hex-and-Counter"
184562,0,"Point to Point Movement,Set Collection"
184563,3,Hex-and-Counter
184564,3,"Dice Rolling,Hex-and-Counter"
184565,0,
184566,3,Campaign / Battle Card Driven
184567,0,"Dice Rolling,Grid Movement"
18457,0,Dice Rolling
184578,0,"Area Control / Area Influence,Tile Placement"
184579,0,Roll / Spin and Move
18458,0,Dice Rolling
184580,0,Roll / Spin and Move
184581,0,Roll / Spin and Move
184582,0,
184587,0,Roll / Spin and Move
184589,0,"Roll / Spin and Move,Set Collection"
18459,0,Pattern Building
184590,3.3333,Hex-and-Counter
184592,0,Tile Placement
184594,0,Roll / Spin and Move
184596,0,Roll / Spin and Move
184599,1,"Action / Movement Programming,Dice Rolling,Hand Management,Press Your Luck,Variable Player Powers"
1846,0,Roll / Spin and Move
18460,3.0579,"Hex-and-Counter,Modular Board"
184601,1,"Action / Movement Programming,Dice Rolling,Hand Management,Press Your Luck,Variable Player Powers"
184607,0,Roll / Spin and Move
184609,0,"Pick-up and Deliver,Roll / Spin and Move,Set Collection"
18461,2.2,"Area Movement,Dice Rolling,Partnerships"
18462,0,
184627,0,"Auction/Bidding,Set Collection"
184629,0,Acting
18463,1,Dice Rolling
184638,0,Take That
184639,0,"Point to Point Movement,Roll / Spin and Move"
18464,1,"Memory,Roll / Spin and Move,Set Collection"
184648,2.75,"Co-operative Play,Point to Point Movement,Variable Player Powers"
18465,0,Betting/Wagering
184655,0,"Campaign / Battle Card Driven,Hand Management,Variable Player Powers"
184656,0,"Area Control / Area Influence,Card Drafting,Hand Management"
18466,0,Roll / Spin and Move
184663,1.5,"Co-operative Play,Pattern Building"
184664,1.5,"Card Drafting,Hand Management,Take That"
184666,0,"Co-operative Play,Partnerships"
184668,0,"Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter,Simulation"
18467,0,
184671,0,Player Elimination
184672,2,Set Collection
184677,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
18468,4,Hex-and-Counter
184685,0,"Hand Management,Set Collection"
184688,1,"Pattern Building,Tile Placement"
18469,1,"Pattern Building,Set Collection"
184699,0,"Dice Rolling,Hand Management"
18470,0,
184700,2.6667,"Hand Management,Set Collection"
184704,3,"Dice Rolling,Tile Placement,Variable Player Powers"
184707,0,"Campaign / Battle Card Driven,Co-operative Play"
184709,0,Dice Rolling
18471,1,Dice Rolling
184711,0,Betting/Wagering
184712,1.8,
184713,0,"Player Elimination,Roll / Spin and Move,Set Collection,Stock Holding,Trading"
18472,4,
184723,1.5,Roll / Spin and Move
184725,1,"Dice Rolling,Hex-and-Counter,Simulation"
184727,0,"Dice Rolling,Roll / Spin and Move,Variable Player Powers"
184728,2,"Action / Movement Programming,Dice Rolling,Player Elimination,Simultaneous Action Selection"
184729,0,Dice Rolling
18473,0,
184730,2,"Pattern Recognition,Take That,Tile Placement"
18474,3,
18475,3.3333,
184752,0,
18476,0,
184760,2,"Hand Management,Stock Holding,Trading"
184762,0,"Dice Rolling,Hex-and-Counter"
184763,0,"Dice Rolling,Hex-and-Counter"
184766,0,Dice Rolling
184767,0,Roll / Spin and Move
184769,0,Roll / Spin and Move
18477,3,
184770,0,Roll / Spin and Move
184771,0,
184774,1,"Route/Network Building,Simulation"
184775,2,"Dice Rolling,Take That"
184776,2,"Dice Rolling,Modular Board,Take That"
18478,3,Pick-up and Deliver
184780,3,Worker Placement
184781,0,
184782,0,"Acting,Partnerships,Singing"
184783,0,"Area Enclosure,Dice Rolling"
18479,2,
184797,2.3333,"Co-operative Play,Deck / Pool Building,Player Elimination"
184798,0,"Dice Rolling,Trading"
184799,0,"Hand Management,Secret Unit Deployment,Variable Player Powers,Worker Placement"
1848,2,Dice Rolling
18480,0,Set Collection
184800,1.8182,"Card Drafting,Set Collection,Variable Player Powers,Worker Placement"
184802,0,"Action / Movement Programming,Co-operative Play,Hand Management,Modular Board,Simultaneous Action Selection,Variable Player Powers"
18481,1.4667,"Line Drawing,Paper-and-Pencil"
184810,0,"Dice Rolling,Simultaneous Action Selection"
18482,0,"Hand Management,Variable Phase Order"
184822,3,"Dice Rolling,Hex-and-Counter,Variable Player Powers"
184823,0,"Dice Rolling,Hand Management,Variable Phase Order,Variable Player Powers"
184824,2,Dice Rolling
184825,2,Tile Placement
18484,0,"Dice Rolling,Pattern Recognition"
184841,0,"Deck / Pool Building,Player Elimination,Take That"
184842,1.4286,"Dice Rolling,Trading"
184843,1,"Dice Rolling,Take That"
184844,0,"Dice Rolling,Modular Board,Route/Network Building,Tile Placement"
184846,0,"Dice Rolling,Modular Board,Route/Network Building,Tile Placement"
184848,2,"Dice Rolling,Hand Management,Secret Unit Deployment"
18485,3.9565,"Route/Network Building,Stock Holding,Tile Placement"
184850,0,"Action Point Allowance System,Card Drafting,Dice Rolling,Grid Movement,Variable Player Powers"
184855,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
184857,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
18486,0,"Action Point Allowance System,Dice Rolling,Modular Board,Pick-up and Deliver,Simultaneous Action Selection,Variable Player Powers,Voting"
184860,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
184861,0,"Campaign / Battle Card Driven,Hand Management,Simultaneous Action Selection"
184863,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
184864,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
184865,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers"
184866,2.5385,"Hand Management,Simultaneous Action Selection,Variable Player Powers"
184868,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers"
184869,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
18487,2,"Card Drafting,Trick-taking"
184870,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Route/Network Building,Variable Player Powers"
184871,0,Partnerships
184872,0,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers"
184873,1,Betting/Wagering
184878,0,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Player Elimination,Simulation"
184879,1,"Card Drafting,Hand Management,Pattern Building"
18488,0,"Dice Rolling,Memory,Paper-and-Pencil"
184880,0,"Point to Point Movement,Roll / Spin and Move"
184883,1.6667,"Hand Management,Take That"
184885,1,"Chit-Pull System,Rock-Paper-Scissors,Simultaneous Action Selection,Take That,Variable Player Powers"
184886,0,Partnerships
184887,0,Grid Movement
18489,2,Card Drafting
184894,0,"Hex-and-Counter,Simulation"
184895,3.5714,Variable Player Powers
184896,0,
184897,0,"Dice Rolling,Hand Management,Pattern Building,Player Elimination,Take That"
184898,0,Roll / Spin and Move
184899,0,Action / Movement Programming
1849,1.5,
18490,1,"Area Enclosure,Point to Point Movement"
184900,2.5,"Set Collection,Tile Placement"
184903,0,Roll / Spin and Move
184904,0,"Co-operative Play,Modular Board,Storytelling"
184905,0,Acting
184906,0,Player Elimination
18491,0,
184910,2,"Area Control / Area Influence,Tile Placement"
184917,1.5,Press Your Luck
184918,0,Tile Placement
184919,2,"Commodity Speculation,Press Your Luck,Tile Placement"
18492,0,Acting
184920,1,Pattern Recognition
184921,2.2727,"Area Control / Area Influence,Card Drafting"
184922,1,
184925,0,"Action / Movement Programming,Dice Rolling,Modular Board,Tile Placement,Variable Player Powers"
184928,3,Worker Placement
184929,0,Memory
18493,0,Secret Unit Deployment
184931,0,Campaign / Battle Card Driven
184932,0,Point to Point Movement
184933,0,Hex-and-Counter
184934,0,
184936,0,"Chit-Pull System,Hex-and-Counter"
184938,0,Auction/Bidding
184939,0,Deck / Pool Building
18494,0,"Hand Management,Memory"
184940,2,Tile Placement
184941,0,"Dice Rolling,Hand Management"
184943,0,Trick-taking
184945,0,
184948,2,Hex-and-Counter
18495,1,Action Point Allowance System
184950,0,Campaign / Battle Card Driven
184953,1,"Hand Management,Take That,Trick-taking"
184954,0,
18496,1,Set Collection
184960,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
184962,0,
184963,0,Area Movement
184967,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
184968,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
184969,0,"Hand Management,Set Collection"
18497,0,"Dice Rolling,Simulation,Stock Holding"
184970,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
184971,0,"Dice Rolling,Hex-and-Counter,Modular Board,Secret Unit Deployment"
184972,0,Hand Management
184973,0,Roll / Spin and Move
184975,0,Hex-and-Counter
184977,0,"Chit-Pull System,Dice Rolling,Hex-and-Counter"
184978,0,Route/Network Building
184979,0,Hex-and-Counter
18498,1.1111,
184982,0,Hex-and-Counter
184983,0,Hex-and-Counter
184984,0,Hex-and-Counter
184986,0,Hex-and-Counter
184987,0,Betting/Wagering
184988,0,"Betting/Wagering,Roll / Spin and Move"
184989,0,"Dice Rolling,Hex-and-Counter"
18499,1.8889,"Commodity Speculation,Roll / Spin and Move"
184991,0,
184994,0,"Simulation,Simultaneous Action Selection"
184995,0,"Simulation,Simultaneous Action Selection"
184997,0,"Grid Movement,Tile Placement"
184999,0,Modular Board
185,1.1667,Roll / Spin and Move
1850,2,
18500,2.4103,"Action Point Allowance System,Modular Board,Tile Placement"
185000,0,Card Drafting
185001,1,Set Collection
185004,0,Roll / Spin and Move
185005,0,Roll / Spin and Move
18501,0,Dice Rolling
185014,1,Hand Management
18502,0,
185021,2.4167,"Pick-up and Deliver,Set Collection"
185022,0,"Card Drafting,Hand Management"
185024,0,"Memory,Pattern Recognition"
185028,1,Voting
18503,0,"Roll / Spin and Move,Set Collection"
185032,1,"Area Control / Area Influence,Area Enclosure,Modular Board,Secret Unit Deployment,Tile Placement"
18504,3,"Betting/Wagering,Simultaneous Action Selection"
185040,2,
185041,2.75,"Area Control / Area Influence,Worker Placement"
185044,2.6667,"Area Control / Area Influence,Worker Placement"
185047,0,Action / Movement Programming
185048,0,Acting
185049,0,
18505,0,Trick-taking
185050,1,Pattern Building
185057,0,"Dice Rolling,Hex-and-Counter"
18506,0,"Auction/Bidding,Hand Management,Partnerships,Trick-taking"
185060,3,"Card Drafting,Hand Management,Simultaneous Action Selection,Variable Player Powers"
185069,0,"Dice Rolling,Hex-and-Counter"
18507,0,Dice Rolling
185071,0,Campaign / Battle Card Driven
185073,0,Card Drafting
185074,0,Card Drafting
18508,0,"Roll / Spin and Move,Set Collection"
185080,0,"Auction/Bidding,Set Collection,Simultaneous Action Selection"
185081,0,"Area Movement,Modular Board"
185084,2.5,Deck / Pool Building
18509,0,Pattern Recognition
185094,0,"Hand Management,Trading"
1851,0,"Commodity Speculation,Trading"
185104,1.25,Roll / Spin and Move
185108,0,"Action / Movement Programming,Pattern Building"
185109,0,
185119,4,"Area Control / Area Influence,Card Drafting,Chit-Pull System,Dice Rolling,Player Elimination,Press Your Luck,Tile Placement"
18512,0,"Area Movement,Dice Rolling,Modular Board,Role Playing,Roll / Spin and Move"
185121,2,"Area Control / Area Influence,Area Enclosure,Pattern Building"
185123,2.3333,"Card Drafting,Deck / Pool Building,Hand Management"
18513,0,"Area Movement,Dice Rolling,Modular Board,Role Playing,Roll / Spin and Move,Variable Player Powers"
185132,0,Roll / Spin and Move
185134,0,Dice Rolling
185135,0,Dice Rolling
18514,0,"Dice Rolling,Modular Board,Role Playing,Roll / Spin and Move"
185141,0,"Dice Rolling,Press Your Luck"
185142,0,
185143,0,
185144,0,Hex-and-Counter
185147,2,Tile Placement
18515,0,Pattern Recognition
185154,2.4286,"Co-operative Play,Dice Rolling,Trading,Variable Player Powers"
18516,1,"Memory,Set Collection"
185173,2,Dice Rolling
18518,2.5,Campaign / Battle Card Driven
185183,0,"Pick-up and Deliver,Roll / Spin and Move"
185185,0,Grid Movement
185186,3,Hex-and-Counter
185187,1.3333,Memory
18519,2.5,Campaign / Battle Card Driven
185194,0,Grid Movement
185195,1.5,"Hand Management,Press Your Luck,Take That,Tile Placement"
185196,1.8333,"Action Point Allowance System,Co-operative Play,Dice Rolling,Variable Player Powers"
185197,0,Route/Network Building
185198,0,Route/Network Building
1852,1,
18520,0,Roll / Spin and Move
185200,0,Route/Network Building
185201,0,Route/Network Building
185202,0,Route/Network Building
185203,0,Route/Network Building
185204,0,Route/Network Building
185205,0,Route/Network Building
185206,0,Route/Network Building
185207,0,Route/Network Building
185208,0,Route/Network Building
185209,0,Route/Network Building
18521,0,"Dice Rolling,Secret Unit Deployment,Simulation"
185210,0,Route/Network Building
185211,0,Route/Network Building
185212,0,Route/Network Building
185213,0,Route/Network Building
185214,0,Route/Network Building
185215,0,Route/Network Building
185216,0,Route/Network Building
185217,2,Route/Network Building
185218,0,Route/Network Building
185219,0,"Area Control / Area Influence,Auction/Bidding,Roll / Spin and Move,Stock Holding,Trading"
18522,0,"Co-operative Play,Roll / Spin and Move,Storytelling"
185221,0,"Memory,Pattern Recognition"
185222,0,Card Drafting
185223,1,Player Elimination
185225,0,"Card Drafting,Dice Rolling,Roll / Spin and Move"
185226,1,"Card Drafting,Take That"
185228,0,Voting
185229,0,
18523,3,
185235,0,"Grid Movement,Roll / Spin and Move"
18524,0,Paper-and-Pencil
185241,3,Campaign / Battle Card Driven
185242,3,"Area Movement,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers"
185243,0,"Card Drafting,Hand Management,Set Collection,Simultaneous Action Selection"
185244,1.25,"Card Drafting,Pattern Building"
185246,2.4,Deck / Pool Building
185249,2,"Card Drafting,Deck / Pool Building,Hand Management,Take That"
18525,0,Paper-and-Pencil
185256,0,Storytelling
185257,2.7143,"Action Point Allowance System,Hand Management"
18526,0,Roll / Spin and Move
185261,1,"Acting,Role Playing,Variable Player Powers"
185262,3,"Auction/Bidding,Card Drafting,Deck / Pool Building,Hand Management"
185264,0,"Dice Rolling,Grid Movement"
185269,1,"Route/Network Building,Trading"
18527,0,Roll / Spin and Move
185276,1.3846,"Card Drafting,Take That"
185278,0,Set Collection
185279,0,"Card Drafting,Dice Rolling"
185282,2.3333,
185284,0,"Card Drafting,Set Collection,Worker Placement"
185288,1,"Partnerships,Role Playing,Variable Player Powers,Voting"
18529,0,"Auction/Bidding,Betting/Wagering,Hand Management,Memory,Partnerships,Pattern Building,Set Collection,Trading,Trick-taking"
185290,0,Point to Point Movement
185291,0,"Dice Rolling,Hand Management,Set Collection,Simultaneous Action Selection,Variable Phase Order"
185295,0,"Dice Rolling,Player Elimination,Variable Player Powers"
1853,1.2,"Point to Point Movement,Roll / Spin and Move"
185302,1.3333,"Hand Management,Set Collection,Take That,Trading"
185306,2,"Card Drafting,Hand Management,Route/Network Building,Set Collection"
185307,0,
185308,2.6667,"Auction/Bidding,Simulation,Worker Placement"
185309,0,"Card Drafting,Roll / Spin and Move"
18531,2.6,
185310,0,"Area Movement,Hand Management,Partnerships,Rock-Paper-Scissors"
185312,0,"Co-operative Play,Dice Rolling,Variable Player Powers"
185331,1,"Dice Rolling,Memory"
185334,0,"Area Movement,Dice Rolling,Set Collection"
185335,0,"Area Control / Area Influence,Area Movement,Dice Rolling,Variable Player Powers"
185338,2,"Card Drafting,Hand Management"
185339,0,"Co-operative Play,Deck / Pool Building"
18534,0,Tile Placement
185341,0,
185342,0,Roll / Spin and Move
185343,3.8663,"Action Point Allowance System,Card Drafting,Dice Rolling,Variable Player Powers,Worker Placement"
185344,2,Set Collection
185350,0,"Partnerships,Variable Player Powers,Voting"
185351,0,"Dice Rolling,Player Elimination"
185352,0,"Dice Rolling,Player Elimination"
185353,0,"Dice Rolling,Player Elimination"
185354,3,"Memory,Partnerships,Point to Point Movement,Secret Unit Deployment"
185355,0,"Point to Point Movement,Roll / Spin and Move"
18536,1,
185363,0,"Grid Movement,Modular Board,Pick-up and Deliver,Set Collection,Tile Placement"
185368,3,Deck / Pool Building
185369,2.5,Deck / Pool Building
18537,0,"Roll / Spin and Move,Set Collection,Stock Holding,Trading"
185374,1.125,Press Your Luck
185375,2.75,Hand Management
185376,0,
185378,2.4,Simultaneous Action Selection
18538,0,"Roll / Spin and Move,Set Collection"
185380,2.4,Simultaneous Action Selection
185381,2,Simultaneous Action Selection
185383,1.6667,"Action Point Allowance System,Point to Point Movement"
185384,0,"Action Point Allowance System,Player Elimination,Take That"
18539,0,Set Collection
185392,1,"Area Control / Area Influence,Modular Board,Rock-Paper-Scissors,Route/Network Building,Take That,Tile Placement"
185393,1,Voting
1854,0,
18540,0,"Roll / Spin and Move,Tile Placement"
185403,2.5,"Action Point Allowance System,Co-operative Play,Hand Management,Point to Point Movement,Set Collection,Variable Player Powers"
185405,0,Roll / Spin and Move
185407,0,Memory
18541,0,Secret Unit Deployment
18542,0,Roll / Spin and Move
